RTTFC,4851878,33.65049,-84.35821,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556781.7,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65049,-84.3583,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556781.8,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65049,-84.3584,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556781.9,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65049,-84.35849,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.0,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65049,-84.35859,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.1,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65049,-84.35869,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.2,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65049,-84.35878,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.3,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65048,-84.35888,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.4,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65048,-84.35897,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.5,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,33.65048,-84.35907,2000,0,0,90.0,400.0,DAL4216,A320,YR-CMM,DUB,CLJ,1666556782.6,X2,UAE3333,adsb_icao,2000,400.0,400.0,0.617,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
