RTTFC,4851878,51.47822,-0.60135,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556781.7,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47821,-0.60105,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556781.8,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.4782,-0.60074,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556781.9,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47819,-0.60044,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.0,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47819,-0.60013,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.1,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47818,-0.59983,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.2,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47817,-0.59952,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.3,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47816,-0.59922,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.4,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47815,-0.59892,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.5,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47815,-0.59861,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.6,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47814,-0.59831,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.7,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47813,-0.598,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.8,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47812,-0.5977,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556782.9,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47812,-0.59739,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.0,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47811,-0.59709,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.1,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.4781,-0.59679,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.2,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47809,-0.59648,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.3,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47809,-0.59618,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.4,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47808,-0.59587,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.5,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47807,-0.59557,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.6,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47806,-0.59526,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.7,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47806,-0.59496,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.8,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47805,-0.59466,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556783.9,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
RTTFC,4851878,51.47804,-0.59435,2000,0,0,90.0,400.0,CJ69,A320,YR-CMM,DUB,CLJ,1666556784.0,X2,36976,adsb_icao,2000,400.0,400.0,0.62,0,0.0,90.0,90.0,0,none,A3,1012.8,2000,-1,-1,,0,-9.9,211,37,4,4,1,193719,
